Locus_tag,T3s,C3s,A3s,G3s,cai,cbi,fop,enc,GC3s,GC,Len_sym,Len_aa,hydropathy,aromaticity,target
J112_02490,0.48261,0.48954,0.08333,0.13389,0.25251,0.17507,0.50357,42.343,0.81429,0.64103,280.0,286.0,0.17762,0.05245,EG
J112_02545,0.46524,0.455,0.06701,0.145,0.24583,0.10019,0.47273,44.21107,0.80909,0.69792,220.0,224.0,0.51786,0.01339,EG
J112_02565,0.46416,0.4247,0.09508,0.17169,0.28014,0.23788,0.54545,41.65373,0.76309,0.66396,363.0,369.0,0.13306,0.04878,EG
J112_02605,0.46995,0.52778,0.06736,0.125,0.31161,0.34266,0.60833,37.07065,0.83333,0.66533,240.0,249.0,-0.1988,0.07229,EG
J112_02610,0.48137,0.44253,0.12426,0.1408,0.20048,0.13294,0.485,43.20641,0.7725,0.64959,400.0,410.0,-0.19415,0.04146,EG
J112_02615,0.53216,0.47396,0.05,0.14583,0.30848,0.22264,0.52968,38.00213,0.83105,0.64464,219.0,227.0,-0.06388,0.04405,EG
J112_02645,0.48756,0.48341,0.09048,0.09005,0.20295,0.10018,0.46218,41.54106,0.84034,0.68151,238.0,247.0,-0.09474,0.04453,EG
J112_02650,0.38462,0.375,0.25301,0.1375,0.23951,0.22222,0.54348,45.9893,0.65217,0.6386,92.0,95.0,-0.08211,0.01053,EG
J112_02670,0.50407,0.39044,0.11811,0.13546,0.26995,0.21263,0.53497,43.17391,0.77622,0.66441,286.0,295.0,0.39186,0.04407,EG
J112_02685,0.44484,0.41411,0.13378,0.18405,0.24714,0.21311,0.53333,42.9539,0.72222,0.63475,360.0,376.0,-0.18165,0.07713,EG
J112_02725,0.4522,0.45185,0.11028,0.14074,0.2437,0.14363,0.48584,42.3339,0.77996,0.66809,459.0,468.0,0.1797,0.02778,EG
J112_02730,0.48627,0.41155,0.11236,0.12996,0.21469,0.15146,0.49013,42.28248,0.78289,0.68177,304.0,309.0,0.19806,0.01942,EG
J112_02735,0.48246,0.50201,0.07307,0.09839,0.27156,0.21137,0.53249,36.33837,0.84838,0.70147,554.0,565.0,-0.0354,0.04425,EG
J112_02740,0.48148,0.47203,0.06641,0.15734,0.2618,0.18268,0.51911,42.93194,0.80255,0.67173,314.0,329.0,0.05015,0.05775,EG
J112_02805,0.4169,0.54722,0.11022,0.07748,0.24123,0.17945,0.52349,38.96737,0.83669,0.69913,447.0,462.0,0.18463,0.07359,EG
J112_02860,0.29694,0.56432,0.18884,0.17427,0.29479,0.33103,0.61034,46.42828,0.70345,0.69989,290.0,291.0,-1.42268,0.02062,EG
J112_02865,0.39153,0.55417,0.08629,0.1375,0.27282,0.21638,0.54086,40.1138,0.80545,0.66919,257.0,264.0,0.12917,0.08712,EG
J112_02870,0.48638,0.50637,0.07895,0.10191,0.27629,0.27699,0.5727,37.24955,0.84273,0.70328,337.0,346.0,0.04538,0.06358,EG
J112_02905,0.28986,0.58497,0.12766,0.17647,0.26077,0.27651,0.58453,41.75458,0.74212,0.69748,349.0,357.0,-0.80448,0.04202,EG
J112_02935,0.32669,0.49259,0.16154,0.1963,0.28406,0.28718,0.57097,46.03948,0.69355,0.65919,310.0,312.0,0.00128,0.01923,EG
J112_02965,0.48302,0.45552,0.07554,0.13879,0.25773,0.17205,0.5,40.45005,0.81013,0.70485,316.0,323.0,0.34427,0.05263,EG
J112_02975,0.51007,0.45533,0.10159,0.09222,0.27292,0.31693,0.58556,38.2246,0.82888,0.69211,374.0,380.0,-0.03579,0.03421,EG
J112_02990,0.48634,0.46269,0.08511,0.13433,0.21413,0.16297,0.51111,41.30659,0.80889,0.67094,225.0,234.0,-0.10085,0.07692,EG
J112_03010,0.51908,0.47222,0.09489,0.09722,0.2769,0.26552,0.56442,38.12603,0.83436,0.67861,326.0,335.0,0.01761,0.04179,EG
J112_03020,0.29353,0.52632,0.12255,0.25911,0.2944,0.25466,0.56835,44.95955,0.67986,0.65957,278.0,282.0,-0.44716,0.03546,EG
J112_t21105,0.43478,0.30435,0.29167,0.13043,0.18463,0.22,0.51852,33.41177,0.62963,0.61905,27.0,28.0,-0.34286,0.0,EG
J112_03055,0.48127,0.46523,0.09786,0.13742,0.23676,0.17216,0.51036,40.55986,0.79586,0.67486,676.0,692.0,-0.06763,0.06358,EG
J112_03075,0.32609,0.50513,0.1601,0.20769,0.25706,0.22049,0.53595,47.81431,0.69063,0.66307,459.0,463.0,-0.48747,0.02592,EG
J112_03145,0.4604,0.51639,0.07489,0.10246,0.26979,0.26388,0.55556,39.73208,0.83908,0.6478,261.0,265.0,0.95547,0.06415,EG
J112_03150,0.42982,0.48302,0.0935,0.13208,0.26728,0.1996,0.52465,41.68416,0.79577,0.64181,284.0,295.0,0.67085,0.09153,EG
J112_03155,0.51485,0.36571,0.11838,0.20571,0.27097,0.19034,0.51777,45.18305,0.72081,0.60726,394.0,404.0,0.03069,0.07921,EG
J112_03160,0.464,0.52961,0.13603,0.08553,0.28214,0.24628,0.55294,40.07156,0.81471,0.62293,340.0,343.0,0.16472,0.06414,EG
J112_03165,0.47619,0.44844,0.12626,0.1271,0.27087,0.24778,0.54894,40.47545,0.78085,0.65419,470.0,481.0,-0.14782,0.06237,EG
J112_03170,0.48177,0.48741,0.11166,0.12586,0.29172,0.31592,0.59237,42.42587,0.7992,0.62992,498.0,508.0,-0.10866,0.07874,EG
J112_03175,0.47541,0.46779,0.10123,0.13165,0.29007,0.32864,0.59439,41.33272,0.79592,0.63599,392.0,402.0,-0.00448,0.04478,EG
J112_03180,0.43939,0.46358,0.12589,0.15011,0.24984,0.19465,0.52277,45.17686,0.7604,0.64083,505.0,516.0,-0.09457,0.05039,EG
J112_03305,0.50286,0.45972,0.08743,0.12322,0.25387,0.24816,0.55066,37.79685,0.81498,0.70418,227.0,231.0,-0.11039,0.07792,EG
J112_03310,0.51351,0.49242,0.09402,0.12879,0.30847,0.25487,0.55333,34.97811,0.81333,0.63675,150.0,156.0,-0.19679,0.10256,EG
J112_03315,0.52313,0.48512,0.04698,0.09524,0.26158,0.24459,0.55899,35.74302,0.87079,0.72635,356.0,363.0,0.07741,0.04959,EG
J112_03365,0.35948,0.54658,0.14105,0.147,0.26628,0.32505,0.59259,41.39205,0.75661,0.70209,567.0,574.0,-0.86794,0.02613,EG
J112_03370,0.35976,0.51859,0.14132,0.15166,0.25913,0.28627,0.57481,40.65475,0.74725,0.70153,1183.0,1195.0,-0.51715,0.02176,EG
J112_03375,0.40567,0.49335,0.13006,0.15632,0.23871,0.23173,0.54259,43.62101,0.75648,0.71699,1080.0,1093.0,-0.58545,0.02928,EG
J112_03380,0.26901,0.505,0.15,0.275,0.25433,0.18769,0.51965,44.46185,0.64192,0.63925,229.0,231.0,-0.38658,0.02597,EG
J112_t21107,0.4,0.31579,0.19048,0.31579,0.21349,-0.01818,0.41667,45.71429,0.58333,0.56944,24.0,24.0,-0.475,0.04167,EG
J112_t21109,0.33333,0.40909,0.22222,0.22727,0.24602,0.25926,0.58333,2.0,0.625,0.59722,24.0,24.0,-1.075,0.08333,EG
J112_03400,0.6875,0.55263,0.08824,0.07895,0.40278,0.39823,0.65306,28.44112,0.87755,0.60544,49.0,49.0,-1.36327,0.04082,EG
J112_t21111,0.29167,0.15789,0.29167,0.36842,0.2381,0.0289,0.41667,61.0,0.41667,0.61111,24.0,24.0,-0.5375,0.0,EG
J112_03420,0.47727,0.45865,0.1194,0.1203,0.2495,0.09392,0.47436,37.6382,0.79487,0.64803,156.0,161.0,-0.13727,0.04969,EG
J112_03430,0.47706,0.6,0.05085,0.12727,0.33684,0.20588,0.54348,39.67426,0.85507,0.6338,138.0,142.0,-0.1331,0.04225,EG
J112_03435,0.48634,0.53608,0.06154,0.12887,0.33245,0.27593,0.58261,35.44206,0.83913,0.64823,230.0,235.0,-0.2,0.04681,EG
J112_03480,0.45213,0.53171,0.07292,0.05854,0.23691,0.24858,0.55,32.98454,0.88182,0.77232,220.0,224.0,-0.12054,0.03571,EG
J112_03485,0.45528,0.50714,0.04669,0.09643,0.24634,0.21377,0.53242,35.98837,0.86689,0.75386,293.0,302.0,0.52881,0.03642,EG
J112_03490,0.48966,0.59028,0.0915,0.03472,0.27842,0.13433,0.50286,36.35613,0.89143,0.67228,175.0,178.0,0.08371,0.04494,EG
J112_03495,0.42342,0.74737,0.03478,0.06316,0.28074,-0.02818,0.40625,24.87704,0.92188,0.68205,128.0,130.0,0.12846,0.03846,EG
J112_03510,0.49042,0.56597,0.09343,0.09375,0.29927,0.28805,0.57971,38.25795,0.84348,0.63231,345.0,359.0,-0.1702,0.05292,EG
J112_03550,0.4954,0.54755,0.0816,0.12117,0.31361,0.28162,0.58644,37.86085,0.83245,0.64337,752.0,787.0,-0.31563,0.10038,EG
J112_03570,0.5257,0.56237,0.05537,0.10571,0.33268,0.29139,0.58252,34.21944,0.86673,0.6442,1133.0,1172.0,-0.32398,0.05717,EG
J112_03575,0.52832,0.58,0.04502,0.10286,0.34646,0.32861,0.60454,32.577,0.87862,0.65223,1277.0,1316.0,-0.3652,0.06383,EG
J112_03585,0.33333,0.46196,0.16339,0.22645,0.2558,0.20891,0.53526,47.21938,0.66667,0.65354,624.0,635.0,-0.32425,0.0378,EG
J112_03590,0.43103,0.55856,0.09375,0.13514,0.3507,0.35589,0.62753,36.4523,0.80567,0.6627,247.0,252.0,-0.15754,0.04762,EG
J112_03605,0.50661,0.51685,0.07469,0.10861,0.28122,0.21143,0.54,36.53874,0.84333,0.67415,300.0,312.0,-0.10673,0.06731,EG
J112_03615,0.51905,0.39823,0.11111,0.12832,0.21884,0.1395,0.49206,46.72914,0.78968,0.69835,252.0,263.0,0.05855,0.04943,EG
J112_03650,0.51923,0.46875,0.0367,0.19792,0.34141,0.29085,0.58197,38.35963,0.81148,0.63172,122.0,124.0,-0.81855,0.03226,EG
J112_03655,0.46825,0.48,0.06923,0.184,0.22003,0.10662,0.46358,43.78217,0.78808,0.63675,151.0,156.0,-0.60577,0.05128,EG
J112_03715,0.42295,0.47761,0.12923,0.13731,0.21671,0.15946,0.50133,43.57247,0.76658,0.65404,377.0,396.0,0.00303,0.06818,EG
J112_03750,0.5,0.57143,0.075,0.11905,0.27648,0.20451,0.52525,37.62356,0.83838,0.61056,99.0,101.0,-0.30297,0.0396,EG
J112_03755,0.40698,0.50549,0.10615,0.16484,0.2939,0.21085,0.54028,40.8172,0.76777,0.64209,211.0,217.0,-0.3083,0.05069,EG
J112_03760,0.51381,0.50543,0.07368,0.1087,0.3269,0.30799,0.6,36.49555,0.84545,0.67564,220.0,223.0,-0.42735,0.03587,EG
J112_03765,0.53333,0.54118,0.06024,0.09412,0.29481,0.20917,0.53535,39.26284,0.86869,0.62333,99.0,100.0,-0.285,0.06,EG
J112_03770,0.41429,0.53586,0.07111,0.17722,0.28641,0.25159,0.56618,41.36049,0.78676,0.65238,272.0,280.0,-0.85107,0.04286,EG
J112_03775,0.47692,0.60563,0.1,0.12676,0.30832,0.21154,0.54444,36.99089,0.82222,0.58423,90.0,93.0,-0.81075,0.07527,EG
J112_03780,0.45402,0.45732,0.11667,0.12195,0.23109,0.08246,0.47692,42.51903,0.78974,0.68697,195.0,197.0,-0.49442,0.02538,EG
J112_03785,0.4633,0.52018,0.08547,0.13901,0.28792,0.26452,0.57463,39.36806,0.8097,0.67518,268.0,274.0,-0.61241,0.05109,EG
J112_03790,0.41414,0.57798,0.07143,0.19266,0.30953,0.26688,0.57143,40.64297,0.78195,0.61594,133.0,138.0,-0.59783,0.07246,EG
J112_03795,0.49153,0.47273,0.13115,0.12727,0.30908,0.36095,0.61429,38.80702,0.78571,0.63514,70.0,74.0,-0.68649,0.06757,EG
