Locus_tag,T3s,C3s,A3s,G3s,cai,cbi,fop,enc,GC3s,GC,Len_sym,Len_aa,hydropathy,aromaticity,target
J112_00445,0.52,0.43357,0.05303,0.13986,0.22346,0.18012,0.5,42.70754,0.82468,0.68542,154.0,160.0,0.02625,0.0375,NEG
J112_00490,0.45,0.40323,0.16667,0.15054,0.21514,0.16206,0.50698,47.33565,0.72558,0.62054,215.0,224.0,-0.35446,0.08036,NEG
J112_00500,0.51515,0.43721,0.08057,0.13953,0.24908,0.22405,0.53086,43.17265,0.80658,0.65613,243.0,253.0,0.31937,0.07115,NEG
J112_00515,0.33971,0.48163,0.16667,0.19592,0.24375,0.21987,0.54945,46.11906,0.69231,0.68106,273.0,278.0,-0.86978,0.01439,NEG
J112_00520,0.375,0.38571,0.10037,0.26786,0.26119,0.15034,0.50162,48.58584,0.6699,0.68274,309.0,311.0,0.57074,0.05145,NEG
J112_00525,0.41379,0.44444,0.06897,0.18519,0.20085,0.13901,0.48387,53.5267,0.77419,0.74194,31.0,31.0,-0.31613,0.03226,NEG
J112_00530,0.375,0.48352,0.15217,0.20879,0.25995,0.29412,0.58182,43.28439,0.7,0.64545,110.0,110.0,-0.31636,0.06364,NEG
J112_00545,0.40157,0.54545,0.15827,0.13636,0.2751,0.22611,0.54494,45.97673,0.75843,0.59381,178.0,183.0,-0.01038,0.09836,NEG
J112_00555,0.48214,0.41791,0.11667,0.20896,0.24973,0.20287,0.51316,42.58253,0.72368,0.61111,76.0,78.0,0.10256,0.05128,NEG
J112_00565,0.46626,0.41541,0.1079,0.14908,0.24855,0.24064,0.54267,46.02585,0.76651,0.65103,621.0,661.0,0.65749,0.10136,NEG
J112_00575,0.39768,0.51613,0.10284,0.14956,0.26119,0.19181,0.52368,47.34254,0.77716,0.63964,359.0,370.0,0.27919,0.05405,NEG
J112_00580,0.4023,0.51,0.08696,0.19,0.21882,0.11389,0.47788,40.00079,0.76106,0.64407,113.0,118.0,0.05169,0.0678,NEG
J112_00590,0.46939,0.4359,0.14851,0.12821,0.2591,0.23699,0.53806,44.50339,0.76378,0.66583,381.0,398.0,-0.05302,0.05528,NEG
J112_00600,0.32075,0.43548,0.22222,0.22581,0.25188,0.12426,0.47143,44.3754,0.62857,0.60952,70.0,70.0,-0.14571,0.01429,NEG
J112_00610,0.56701,0.35874,0.07426,0.13901,0.23562,0.25086,0.53814,38.76826,0.80508,0.6506,236.0,249.0,0.72691,0.1004,NEG
J112_00640,0.54167,0.22642,0.11765,0.24528,0.2408,0.16346,0.49123,34.39636,0.66667,0.63441,57.0,62.0,-0.14677,0.06452,NEG
J112_00645,0.30769,0.42105,0.19774,0.26754,0.25247,0.22968,0.55328,48.53551,0.60656,0.63722,244.0,249.0,-0.7739,0.03614,NEG
J112_00670,0.36792,0.46457,0.15929,0.20472,0.27598,0.267,0.56338,55.82991,0.69014,0.66207,142.0,145.0,-0.1731,0.05517,NEG
J112_00675,0.3956,0.48544,0.13542,0.18447,0.20974,0.07358,0.45763,40.30351,0.72881,0.62022,118.0,122.0,-0.5041,0.04918,NEG
J112_00680,0.47525,0.42553,0.11538,0.20213,0.24122,0.08665,0.45378,41.25573,0.7395,0.62295,119.0,122.0,-0.61475,0.02459,NEG
J112_00685,0.31991,0.5259,0.09462,0.15538,0.26477,0.27294,0.59924,43.63369,0.76938,0.75881,529.0,539.0,0.02171,0.03896,NEG
J112_00715,0.44915,0.55556,0.09756,0.0873,0.30754,0.22429,0.54795,34.94357,0.84247,0.66225,146.0,151.0,0.09139,0.06623,NEG
J112_00760,0.45946,0.56818,0.09016,0.12879,0.29352,0.25926,0.57792,42.3747,0.81818,0.64072,154.0,167.0,-0.37305,0.1018,NEG
J112_00770,0.46512,0.49541,0.13684,0.14679,0.32838,0.26047,0.56911,39.46433,0.76423,0.60582,123.0,126.0,-0.04683,0.0873,NEG
J112_00775,0.25472,0.44068,0.23148,0.27119,0.27665,0.19505,0.52206,46.97947,0.58088,0.60584,136.0,137.0,-0.18686,0.06569,NEG
J112_00780,0.53498,0.4428,0.05952,0.10701,0.23483,0.23055,0.53741,37.30629,0.85034,0.72421,294.0,307.0,-0.03616,0.06189,NEG
J112_00795,0.43802,0.4781,0.12,0.13504,0.2345,0.18398,0.51974,41.88733,0.77961,0.66982,304.0,317.0,-0.12271,0.07256,NEG
J112_00800,0.4206,0.51341,0.11429,0.1341,0.26484,0.15901,0.50847,40.87321,0.78644,0.66989,295.0,310.0,-0.17032,0.08065,NEG
J112_00820,0.26027,0.45349,0.18421,0.25581,0.20339,0.14675,0.5,55.85015,0.61702,0.64912,94.0,95.0,-0.97789,0.02105,NEG
J112_00825,0.5,0.47059,0.13514,0.08824,0.17788,0.0137,0.4,32.47902,0.8,0.65854,40.0,41.0,0.17805,0.02439,NEG
J112_00875,0.3125,0.43243,0.26471,0.16216,0.15436,0.07383,0.43902,38.16827,0.63415,0.63415,41.0,41.0,-0.4439,0.04878,NEG
J112_00910,0.50926,0.41791,0.08772,0.16418,0.25232,0.21311,0.52448,42.38561,0.77622,0.63135,143.0,151.0,0.16887,0.09934,NEG
J112_00915,0.41322,0.54472,0.125,0.14634,0.27228,0.11319,0.47682,44.96244,0.77483,0.61284,151.0,161.0,-0.06894,0.06211,NEG
J112_01000,0.31351,0.46117,0.1701,0.24757,0.24811,0.17661,0.51477,49.45825,0.64557,0.63251,237.0,244.0,-0.19139,0.06148,NEG
J112_01015,0.44792,0.52489,0.12438,0.07692,0.23009,0.1771,0.52869,38.77211,0.82787,0.69746,244.0,249.0,-0.41606,0.06024,NEG
J112_01030,0.17073,0.44444,0.29268,0.2,0.2662,0.03284,0.4375,41.26215,0.5625,0.64626,48.0,49.0,0.45714,0.06122,NEG
J112_01040,0.45545,0.38462,0.14679,0.16154,0.22386,0.08668,0.45865,47.98099,0.7218,0.62471,133.0,143.0,0.79161,0.11888,NEG
J112_01050,0.45946,0.5,0.12658,0.125,0.32946,0.24885,0.56383,41.22239,0.78723,0.64583,94.0,96.0,-0.16354,0.03125,NEG
J112_01055,0.48048,0.42021,0.07163,0.125,0.2497,0.25052,0.54103,41.28618,0.81538,0.67958,390.0,413.0,0.79322,0.06295,NEG
J112_01060,0.43939,0.51562,0.10145,0.125,0.31232,0.32628,0.60458,41.79196,0.80516,0.66576,349.0,366.0,-0.36639,0.07923,NEG
J112_01065,0.34989,0.43625,0.17598,0.24701,0.2611,0.2106,0.52881,45.67114,0.64576,0.62341,590.0,601.0,-0.14875,0.05324,NEG
J112_01095,0.44311,0.5,0.13714,0.1087,0.24514,0.14634,0.5,42.98977,0.79048,0.64384,210.0,219.0,-0.20776,0.0411,NEG
J112_01105,0.37121,0.46309,0.15789,0.18121,0.19998,0.14858,0.48795,48.35519,0.71084,0.67665,166.0,167.0,-0.4521,0.05389,NEG
J112_01115,0.58261,0.35345,0.11017,0.09483,0.2254,0.15475,0.5,40.60383,0.81818,0.67402,132.0,136.0,0.16471,0.01471,NEG
J112_01120,0.31343,0.47009,0.22222,0.20513,0.23458,0.18089,0.52153,43.61685,0.64593,0.67455,418.0,423.0,-0.8461,0.03546,NEG
J112_01135,0.33696,0.5202,0.19251,0.16667,0.21743,0.2039,0.53419,45.44746,0.70513,0.65406,234.0,238.0,-0.70546,0.07143,NEG
J112_01145,0.45486,0.48297,0.09396,0.10836,0.2149,0.17568,0.50286,38.83891,0.82,0.7036,350.0,361.0,0.14211,0.03878,NEG
J112_01150,0.52289,0.38889,0.09091,0.13426,0.25205,0.20932,0.51867,40.45826,0.79876,0.69444,482.0,492.0,0.18191,0.03455,NEG
J112_01180,0.47826,0.4026,0.11832,0.16883,0.244,0.22564,0.53963,43.46413,0.74695,0.66172,328.0,337.0,-0.0095,0.07122,NEG
J112_01190,0.5481,0.40253,0.0765,0.12658,0.2352,0.2295,0.52471,40.65354,0.81647,0.67195,425.0,442.0,0.44638,0.08824,NEG
J112_01205,0.48703,0.44,0.11141,0.1575,0.24952,0.22759,0.53452,42.14322,0.76837,0.62687,449.0,469.0,-0.10746,0.0661,NEG
J112_01225,0.5,0.3994,0.11465,0.14715,0.20824,0.1489,0.48098,45.40415,0.76902,0.66406,368.0,384.0,-0.01172,0.0599,NEG
J112_01235,0.32432,0.44932,0.15452,0.23836,0.21924,0.2,0.51699,43.85485,0.66019,0.65787,412.0,417.0,-0.27026,0.04556,NEG
J112_01245,0.39264,0.40722,0.15294,0.23711,0.22366,0.12567,0.49302,51.33945,0.66512,0.62763,215.0,222.0,-0.29414,0.05856,NEG
J112_01285,0.35,0.5,0.12195,0.25,0.30788,0.31959,0.6,58.33442,0.69091,0.66071,55.0,56.0,-0.81071,0.03571,NEG
J112_01300,0.47458,0.42373,0.11475,0.20339,0.22034,0.1412,0.48611,39.89115,0.73611,0.65801,72.0,77.0,-0.92468,0.06494,NEG
J112_01305,0.46078,0.45669,0.1215,0.17323,0.20286,0.07327,0.44286,44.0899,0.75,0.62989,140.0,145.0,-0.04621,0.08276,NEG
J112_01310,0.37089,0.43154,0.13839,0.25726,0.25561,0.28331,0.57609,45.72664,0.66304,0.66667,276.0,278.0,-0.70899,0.03597,NEG
J112_01355,0.33803,0.51765,0.14667,0.21176,0.29713,0.19062,0.52577,47.98737,0.70103,0.62543,97.0,97.0,-0.0,0.08247,NEG
J112_01390,0.32727,0.43411,0.16814,0.29457,0.23574,0.08772,0.47651,45.76843,0.61745,0.63333,149.0,150.0,-0.75667,0.03333,NEG
J112_01395,0.39888,0.49282,0.14595,0.17703,0.299,0.32717,0.61765,43.83487,0.73109,0.6653,238.0,244.0,-0.79508,0.04098,NEG
J112_01415,0.41204,0.48496,0.10714,0.18045,0.22879,0.20468,0.53103,43.84266,0.75172,0.69274,290.0,294.0,-0.38299,0.03401,NEG
J112_01420,0.32927,0.49189,0.16568,0.18378,0.25888,0.23562,0.55072,45.81229,0.70048,0.69206,207.0,210.0,-0.57571,0.02857,NEG
J112_01445,0.42969,0.35616,0.12977,0.22603,0.17064,0.0279,0.42675,48.53655,0.68153,0.63975,157.0,161.0,-0.13913,0.03727,NEG
J112_01450,0.35621,0.48023,0.16875,0.16949,0.20744,0.20998,0.51654,46.04729,0.70992,0.69353,393.0,397.0,-0.57708,0.01259,NEG
J112_01465,0.34266,0.44745,0.16388,0.22523,0.25225,0.1813,0.52022,46.70149,0.66577,0.65419,371.0,374.0,-0.21898,0.04278,NEG
J112_01475,0.48819,0.50296,0.08889,0.16568,0.3076,0.2604,0.57219,41.3145,0.7861,0.62349,187.0,193.0,-0.12539,0.10363,NEG
J112_01485,0.54751,0.45946,0.06061,0.12741,0.2697,0.31707,0.58537,38.21614,0.83624,0.67102,287.0,306.0,-0.25523,0.08497,NEG
J112_01490,0.42857,0.45946,0.17308,0.20721,0.23833,0.16129,0.51493,45.76974,0.69403,0.62857,134.0,140.0,-0.50786,0.04286,NEG
J112_01495,0.29545,0.54167,0.13333,0.20833,0.28825,0.24607,0.56364,34.99802,0.70909,0.67251,55.0,57.0,-0.60351,0.08772,NEG
J112_01500,0.11111,0.71698,0.05556,0.24528,0.27629,0.10448,0.5,22.67259,0.73333,0.7541,60.0,61.0,0.07869,0.03279,NEG
J112_01515,0.34483,0.42857,0.15625,0.17143,0.28256,0.19048,0.52778,2.0,0.69444,0.63964,36.0,37.0,1.27838,0.02703,NEG
J112_01530,0.41739,0.51181,0.1097,0.16142,0.27124,0.15501,0.50853,38.29318,0.77133,0.66998,293.0,302.0,-0.23113,0.09934,NEG
J112_01540,0.49515,0.52273,0.06364,0.12121,0.29908,0.35484,0.61538,41.87931,0.83916,0.6509,143.0,148.0,-0.31284,0.06757,NEG
J112_01555,0.49049,0.474,0.10571,0.12218,0.27685,0.29283,0.57475,39.33057,0.80325,0.65739,1291.0,1330.0,-0.12429,0.06241,NEG
J112_01570,0.59211,0.34568,0.02564,0.23457,0.22719,-0.00971,0.44681,30.05919,0.7766,0.65979,94.0,97.0,0.29897,0.07216,NEG
J112_01580,0.49099,0.45247,0.08511,0.14068,0.25973,0.27362,0.56842,38.52869,0.8,0.66441,285.0,295.0,0.04814,0.07797,NEG
J112_01595,0.45736,0.43421,0.11722,0.12171,0.21643,0.12614,0.47335,40.88486,0.7837,0.68882,319.0,331.0,-0.03353,0.06647,NEG
J112_01600,0.34713,0.40606,0.21166,0.23939,0.24129,0.21439,0.53453,49.64523,0.62148,0.64388,391.0,395.0,-0.72101,0.02785,NEG
J112_01610,0.41089,0.42797,0.15814,0.19068,0.23568,0.24171,0.54373,50.88388,0.69962,0.66415,263.0,265.0,-0.28151,0.03019,NEG
J112_01630,0.57143,0.38095,0.13333,0.14286,0.276,0.21584,0.54795,49.20033,0.76712,0.63111,73.0,75.0,-0.18,0.04,NEG
J112_01635,0.4125,0.5,0.09524,0.13333,0.20959,0.14286,0.46939,44.31171,0.79592,0.68333,98.0,100.0,0.536,0.03,NEG
J112_01640,0.40351,0.35385,0.13115,0.24615,0.19839,0.18129,0.5,50.9062,0.65714,0.6347,70.0,73.0,-0.1274,0.0274,NEG
J112_01645,0.46729,0.42017,0.18103,0.13445,0.258,0.27273,0.56204,44.89016,0.72993,0.62884,137.0,141.0,-0.25177,0.04255,NEG
J112_01670,0.33058,0.50735,0.1746,0.19853,0.27064,0.29919,0.58861,46.4015,0.68987,0.65401,158.0,158.0,-0.89494,0.03165,NEG
J112_01680,0.4125,0.50538,0.07738,0.1828,0.31042,0.26205,0.57488,45.84797,0.77295,0.6315,207.0,218.0,0.14633,0.07798,NEG
J112_01685,0.27049,0.44681,0.19231,0.2766,0.30643,0.17967,0.5125,41.47607,0.6,0.62577,160.0,163.0,0.00429,0.03067,NEG
J112_01690,0.49485,0.49709,0.1242,0.11047,0.31876,0.30852,0.58929,40.16249,0.80357,0.64222,392.0,409.0,-0.02249,0.06357,NEG
J112_01695,0.47896,0.39241,0.1145,0.15552,0.24309,0.19148,0.51661,45.42517,0.75748,0.65753,602.0,620.0,0.03871,0.04355,NEG
J112_01700,0.45161,0.53153,0.10204,0.13514,0.3023,0.26812,0.57937,41.9847,0.80159,0.66667,126.0,128.0,-0.51094,0.10156,NEG
J112_01705,0.26708,0.42211,0.20958,0.26131,0.18853,0.1135,0.48598,40.60897,0.59346,0.66667,214.0,220.0,-0.55545,0.03636,NEG
J112_01735,0.36527,0.47208,0.14444,0.17766,0.22875,0.15359,0.50233,51.89471,0.71628,0.63939,215.0,220.0,0.12364,0.07273,NEG
J112_01750,0.38857,0.50829,0.15,0.16022,0.27732,0.21105,0.53704,42.17012,0.74074,0.65906,216.0,219.0,-0.15753,0.03196,NEG
J112_01760,0.38596,0.47692,0.13445,0.19231,0.25916,0.14533,0.4966,45.38337,0.72109,0.64018,147.0,151.0,0.02914,0.07947,NEG
J112_01775,0.34591,0.48295,0.13855,0.22159,0.23905,0.09892,0.48515,49.341,0.69307,0.6715,202.0,207.0,-0.51787,0.02415,NEG
J112_01780,0.34737,0.53991,0.14948,0.15493,0.25062,0.23821,0.55144,43.56647,0.74486,0.68579,243.0,244.0,-0.78566,0.02049,NEG
J112_01790,0.41584,0.49099,0.15311,0.11261,0.2857,0.28,0.568,39.13685,0.772,0.67688,250.0,261.0,-0.28008,0.0728,NEG
J112_01795,0.36667,0.55556,0.13542,0.12963,0.29562,0.23188,0.55833,44.20822,0.775,0.64247,120.0,124.0,0.08226,0.04032,NEG
J112_01810,0.52547,0.41419,0.06667,0.19222,0.25603,0.16205,0.51335,41.11896,0.77413,0.67528,487.0,503.0,-0.27097,0.05765,NEG
J112_01830,0.37594,0.45455,0.15108,0.18182,0.24968,0.18314,0.52273,49.2642,0.71023,0.65922,176.0,179.0,-0.22123,0.03911,NEG
J112_01865,0.40551,0.42279,0.18978,0.17647,0.24379,0.18158,0.50629,49.34038,0.68553,0.62195,318.0,328.0,-0.19909,0.06098,NEG
J112_01875,0.40385,0.48404,0.16867,0.15426,0.22683,0.18416,0.51185,45.57412,0.72986,0.63014,211.0,219.0,-0.48037,0.05479,NEG
J112_01915,0.32544,0.51955,0.15909,0.18436,0.2426,0.20968,0.5311,39.70803,0.70813,0.6761,209.0,212.0,-0.55472,0.03302,NEG
J112_01925,0.47126,0.45685,0.0884,0.11168,0.20621,0.19636,0.50952,39.23571,0.81905,0.71628,210.0,215.0,-0.06186,0.05116,NEG
J112_01930,0.59184,0.42489,0.04433,0.09013,0.28825,0.31429,0.57551,34.14177,0.87755,0.67696,245.0,259.0,0.82471,0.12741,NEG
J112_01935,0.31579,0.53448,0.16102,0.14655,0.20647,0.18835,0.51493,47.71827,0.73134,0.69343,134.0,137.0,-0.56788,0.0292,NEG
J112_01940,0.39906,0.55157,0.13333,0.12556,0.3513,0.31447,0.60526,40.14932,0.78195,0.64848,266.0,275.0,-0.47673,0.05455,NEG
J112_01960,0.33557,0.48125,0.17915,0.17188,0.27778,0.30883,0.58242,43.32879,0.6978,0.69009,364.0,370.0,-0.31405,0.03784,NEG
J112_01965,0.33548,0.45882,0.14557,0.23529,0.2408,0.19422,0.51813,53.47357,0.67358,0.69205,193.0,197.0,-0.66954,0.03553,NEG
J112_01970,0.31731,0.53846,0.09524,0.18803,0.28751,0.36842,0.61719,40.81574,0.75,0.71538,128.0,130.0,-0.58538,0.02308,NEG
J112_01975,0.40367,0.4488,0.16272,0.1747,0.23307,0.27904,0.57868,47.17953,0.7132,0.70315,394.0,402.0,-0.89826,0.02239,NEG
J112_01995,0.31088,0.53636,0.13568,0.20455,0.25778,0.24138,0.56,41.41795,0.712,0.69974,250.0,252.0,-0.69444,0.03571,NEG
J112_02015,0.3218,0.5549,0.12541,0.1632,0.24876,0.27711,0.57105,37.49225,0.75067,0.70203,373.0,377.0,-0.82016,0.02918,NEG
J112_02040,0.31381,0.4697,0.188,0.19697,0.20933,0.1881,0.52685,49.8403,0.66779,0.68771,298.0,301.0,-0.8289,0.01329,NEG
J112_02050,0.3719,0.38989,0.14859,0.25993,0.24475,0.20661,0.53094,51.53424,0.64495,0.68254,307.0,315.0,-0.60762,0.04127,NEG
J112_02060,0.44484,0.51884,0.09184,0.12754,0.26503,0.25942,0.55467,39.88912,0.81067,0.68376,375.0,390.0,-0.22538,0.09487,NEG
J112_02085,0.46,0.475,0.10476,0.16667,0.25031,0.19745,0.52985,43.88017,0.76866,0.65714,134.0,140.0,-0.29286,0.08571,NEG
J112_02110,0.43878,0.45536,0.11881,0.16071,0.18931,0.07901,0.45161,50.07121,0.75806,0.65672,124.0,134.0,-0.16269,0.08955,NEG
J112_02115,0.47778,0.44231,0.15217,0.18269,0.24985,0.09091,0.46721,46.39859,0.72951,0.62051,122.0,130.0,-0.20769,0.09231,NEG
J112_02125,0.23596,0.50262,0.19337,0.20419,0.24915,0.27419,0.57547,45.32792,0.65094,0.69811,212.0,212.0,-0.60189,0.00943,NEG
J112_02195,0.35952,0.45383,0.13703,0.24538,0.28944,0.30315,0.58933,45.08939,0.67517,0.66667,431.0,434.0,-0.52465,0.03687,NEG
J112_02225,0.5,0.4375,0.13158,0.10417,0.15615,0.14773,0.4898,42.21996,0.79592,0.66,49.0,50.0,0.688,0.08,NEG
J112_02235,0.46944,0.50114,0.09737,0.12357,0.25571,0.22867,0.54697,41.64687,0.81002,0.64859,479.0,498.0,-0.02369,0.06225,NEG
J112_02245,0.36709,0.48901,0.15432,0.16484,0.21361,0.18471,0.52475,42.35264,0.72772,0.69231,202.0,208.0,-0.73462,0.04327,NEG
J112_02260,0.35938,0.475,0.10606,0.275,0.2536,0.08978,0.45556,46.18238,0.67778,0.59783,90.0,92.0,-0.24457,0.06522,NEG
J112_02290,0.55128,0.425,0.11111,0.125,0.19401,0.07692,0.45833,49.34007,0.80208,0.66013,96.0,102.0,-0.45,0.07843,NEG
J112_02295,0.44203,0.44521,0.12766,0.10274,0.21005,0.14061,0.48428,41.85604,0.79245,0.66463,159.0,164.0,0.30427,0.04268,NEG
J112_02310,0.57055,0.36458,0.09524,0.15625,0.26118,0.25295,0.54545,34.98111,0.7799,0.68049,209.0,217.0,0.00092,0.06912,NEG
J112_02350,0.39048,0.52,0.15455,0.136,0.24569,0.18519,0.52857,48.59862,0.75714,0.6831,140.0,142.0,-0.23028,0.06338,NEG
J112_02360,0.40984,0.52027,0.14062,0.12838,0.24961,0.17455,0.5122,40.604,0.77439,0.64717,164.0,171.0,-0.17368,0.07602,NEG
J112_02365,0.29885,0.51282,0.12707,0.24103,0.25756,0.38144,0.63964,42.5535,0.68468,0.68831,222.0,231.0,-1.12338,0.06061,NEG
J112_02385,0.45294,0.36813,0.20349,0.18681,0.23613,0.17678,0.51174,41.83108,0.67606,0.64985,213.0,218.0,-0.55,0.02294,NEG
J112_02390,0.3538,0.49046,0.2,0.14986,0.24746,0.23539,0.54801,41.54958,0.70492,0.67582,427.0,437.0,-0.40984,0.03204,NEG
J112_02415,0.31461,0.42553,0.16667,0.25532,0.25885,0.18003,0.51402,52.10291,0.63551,0.63793,107.0,116.0,-0.48103,0.09483,NEG
J112_02420,0.25926,0.38889,0.26316,0.29365,0.28466,0.21914,0.52778,54.20092,0.53472,0.57207,144.0,148.0,-0.24122,0.06081,NEG
J112_02430,0.35385,0.46512,0.10448,0.24419,0.26295,0.232,0.56044,48.71831,0.69231,0.65957,91.0,94.0,-0.55745,0.07447,NEG
J112_02445,0.49587,0.47887,0.09449,0.11972,0.27548,0.28214,0.57325,38.58884,0.81529,0.68916,157.0,163.0,0.02209,0.06135,NEG
